title,author (first last),author (last name),text,month,year,venue,edited by,form (if known),gender (if known),themes,second venue,published in (city),Magazine Type,Author Bio.
Courier,Georgia Douglas Johnson,Johnson,"Where are the brave men?
Where are the strong men?
Pygmies rise and spawn the earth,
Weak-kneed, weak-hearted and afraid!
Afraid to face the counsel of their timid hearts,
Afraid to look men squarely—
Down they gaze
With fatal fascination—
Down,
Down
Into the whirling maggot-sands
Of prejudice!
",November,1926,The Crisis,"W.E.B. Du Bois, Jessie Fauset",Free Verse,female,Racism,,New York,Predom. Black,https://en.wikipedia.org/wiki/Georgia_Douglas_Johnson,,,,,,,,,,,,,,,,,
Decay,Georgia Douglas Johnson,Johnson,"Swift-footed Time, how eagerly you go
Across the swaying summer grasses bed
As on in breathless haste you hurry me
To Winter with its chilling winds and snow.

The noontide hour is fading—in my hair
The furtive shadows caper and recline.
I tell my beads of amethyst and gold
So near at end, so passing dear and fair.
",November,1926,The Crisis,"W.E.B. Du Bois, Jessie Fauset",Free Verse,female,,,New York,Predom. Black,https://en.wikipedia.org/wiki/Georgia_Douglas_Johnson,,,,,,,,,,,,,,,,,
A Southern road,Helene Johnson,Johnson,"Yolk-colored tongue
Parched beneath a burning sky,
A lazy little tune
Hummed up the crest of some
Soft sloping hill.
One streaming line of beauty
Flowing by a forest
Pregnant with tears.
A hidden nest for beauty
Idly flung by God
In one lonely lingering hour
Before the Sabbath.
A blue- fruited black gum,
Like a tall predella,
Bears a dangling figure,
Sacrificial dower to the raff,
Swinging alone,
A solemn, tortured shadow in the air.",November,1926,Fire!!,Wallace Thurman,Free verse,female,Lynching and Racialized Violence,,New York,Predom. Black,https://en.wikipedia.org/wiki/Helene_Johnson,,,,,,,,,,,,,,,,,
Futility,Helene Johnson,Johnson,"It is silly--
This waiting for love
In a parlor.
When love is singing up and down the alley
Without a collar. ",August,1926,Opportunity,Charles S. Johnson,Free Verse,female,,,New York,Predom. Black,https://en.wikipedia.org/wiki/Helene_Johnson,,,,,,,,,,,,,,,,,
Love in Midsummer,Helene Johnson,Johnson,"Ah love
Is Like a throbbing wind,
A lullaby all crooning,
Ah love
Is like a summer sea's soft breast.
Ah love's 
A sobbing violin
That naive night is tuning,
Ah love
Is down from off the white moon's nest.",October,1926,The Messenger,"A. Philip Randolph, Chandler Owen",Free Verse,female,,,New York,Predom. Black,https://en.wikipedia.org/wiki/Helene_Johnson,,,,,,,,,,,,,,,,,
The Little Love,Helene Johnson,Johnson,"A shy ear bared
For incipient kisses;
A secret shared
In laughter exquisite;
Soft finger tips,
While the night embraces,
Touch passionate colors
That morning erases
And when the Dawn wakens,
No attempt to recapture
Those swift fleeting hours of ecstatic rapture,
But hide the shy ear with a curl, my pet,
And that little secret,-- forget. ",July,1926,The Messenger,"A. Philip Randolph, Chandler Owen",Free Verse,female,,,New York,Predom. Black,https://en.wikipedia.org/wiki/Helene_Johnson,,,,,,,,,,,,,,,,,
Lethe,Georgia Douglas Johnson,Johnson,"I do not ask for love,--ah! no,
   Nor friendship's happiness,
These were relinquished long ago
   I search for something less.
I seek a little, tranquil bark
   In which to drift at ease
Awhile, and then quite silently
   To sink in quiet seas. ",July,1926,Opportunity,Charles S. Johnson,Quatrain,female,Prize-winning,,New York,Predom. Black,https://en.wikipedia.org/wiki/Georgia_Douglas_Johnson,,,,,,,,,,,,,,,,,
Finality,Georgia Douglas Johnson,Johnson,"When love’s triumphant day is done,
Go forward! leave me to the night
Beneath the coldly staring stars,
The waiting winter and its blight.

Seek other, fairer lips, forget!
Forbid your lightest thought to stray
In simpie kindliness or grief
Upon the closing backward way.

For I would never hold the heart
That mutely quivers to be free.
Unfurl your restless wings, away!
And leave the emptiness to me!
",September,1926,The Crisis,"W.E.B. Du Bois, Jessie Fauset",Quatrain,female,,,New York,Predom. Black,https://en.wikipedia.org/wiki/Georgia_Douglas_Johnson,,,,,,,,,,,,,,,,,
Night,Helene Johnson,Johnson,"The moon flung down the bower of her hair,
A sacred cloister while she knelt at prayer.
She crossed pale bosom, breathed a sad amen--
Then bound her hair about her  head again. ",January ,1926,Opportunity,Charles S. Johnson,Quatrain,female,Religion,,New York,Predom. Black,https://en.wikipedia.org/wiki/Helene_Johnson,,,,,,,,,,,,,,,,,
Metamorphism,Helene Johnson,Johnson,"Is this the sea?
This calm emotionless bosom,
Serene as the heart of a converted Magdalene--
Or this?
This lisping, lulling murmur of soft waters
Kissing a white beached shore with tremulous lips
Blue rivulets of sky gurgling deliciously
O'er pale smooth stones--
This too?
This sudden birth of unrestrained splendor,
Tugging with turbulent force at Neptunes leash;
This passionate abandon,
This strange tempestuous soliloquy of Nature.
All these--the Sea? ",March,1926,Opportunity,Charles S. Johnson,,female,,,New York,Predom. Black,https://en.wikipedia.org/wiki/Helene_Johnson,,,,,,,,,,,,,,,,,
A Daughter of the American Revolution to Her Son ,Claude McKay,McKay,"I'm happy that you graduated high,
It stirs my pride to see what you could do
In these times, when our ways are all awry
And threatened by the vulgar parvenu.
Our noble name is linked with all the good
New England yielded from her sterling worth,
To make our country great and understood
Among the greater nations of the earth.
Our line is of a sturdy English breed,
That sought an alien land for human rights;
We always have insisted on the need
Of viewing life from our own lofty heights.
Only your great grandfather once went wrong,
Becoming radical in slavery days,
When party strife the country cleaved for long
And petty agitators strove for praise.
Remember to forget your great grand-father,
Sometimes you worry me with traits like his,
Shun sentimental liberals, but rather
Uphold the law and give to charities.",March,1926,The Crisis,"W.E.B. Du Bois, Jessie Fauset",,male,Slavery,,New York,Predom. Black,https://en.wikipedia.org/wiki/Claude_McKay,,,,,,,,,,,,,,,,,
Negro Street Serenade (In the South),Effie Lee Newsome,Newsome,"The quavering zigzag of the fiddle’s notes;
The thumping “tum-tum” of the banjo and guitar;
The gauzy quiver, flutter of the fiddle;
The measured muffled thud of that guitar!
And then a voice breaks forth—
Loose, careless, mellow—
A wealth of voice that rolls, soars,
Rolls and falls,
A reveling, rich voice,
Deeper than the banjo’s;
With more of melody than fiddles’ trebles,
Yet with that subtle minor trembling through 
Which shakes the viol’s slender vibrance
As the winds might—
And all of this out in a half-hushed autumn dusk!
The autumn air itself is tense, suspended,
And into this that most spontaneous song!
Which ripples on and floats and floats
Midst “thum” of banjo
And rhythmic background of that constant taut guitar,
And travels with the wavers of the fiddle,
To float and rise and rest with moon and star! 
",July,1926,The Crisis,"W.E.B. Du Bois, Jessie Fauset",Free Verse,female,"Music, Race, Travel-Migration-Great Migration",,New York,Predom. Black,https://en.wikipedia.org/wiki/Effie_Lee_Newsome,,,,,,,,,,,,,,,,,
My Love,Bruce Nugent,Nugent,"My love has hair
Like midnight,
But midnight fades to dawn.
My love has eyes
Like starlight,
But starlight fades in morn.
My love has a voice
Like dew fall.
But dew-fall dies at a breath.
My love has love
Like life's all.
But life's all fades in death.",October,1926,Palms,Countee Cullen,,male,,,"Guadalajara, Mexico",Predom. White,https://en.wikipedia.org/wiki/Richard_Bruce_Nugent,,,,,,,,,,,,,,,,,
Black Madonna,Albert Rice,Rice,"Not as the white nations
    know thee
        O Mother!
But swarthy of cheek
    and full-lipped as the
        child races are.
Yet thou art she,
    the Immaculate Maid,
        and none other,
Crowned in the stable
    at Bethlehem,
        hailed of the star.
See where they come,
    thy people,
        so humbly appealing,
From the ancient lands
    where the olden faiths
        had birth.
Tired dusky hands
    uplifted for thy
        healing.
Pity them, Mother,
    the untaught
        of earth.",October,1926,Palms,Countee Cullen,,male,Motherhood,Caroling Dusk,"Guadalajara, Mexico",Predom. White,https://poets.org/poet/albert-rice,,,,,,,,,,,,,,,,,
Jungle Taste,Edward S. Silvera,Silvera,"There is a coarseness
In the songs of black men 
Of the sea.
There is a weird strangeness
In the songs of black men 
Which sounds not strange
To me.
There is beauty
In the faces of black women,
Jungle beauty
And mystery.
Dark, hidden beauty
In the faces of black women
Which only black men
See.
Finality
Trees are the souls of men
Reaching skyward.
And while each soul
Draws nearer God
Its dark roots cleave
To earthly sod :
   Death, only death
   Brings triumph to the soul.
   The silent grave alone
   Can bare the goal.
   Then roots and all
   Must lie forgot
   To rot.",November,1926,Fire!!,Wallace Thurman,Free verse,male,Black beauty,The Crisis,New York,Predom. Black,https://poets.org/poet/edward-s-silvera,,,,,,,,,,,,,,,,,
Happiness and Death,Edward S. Silvera,Silvera,"Happiness

I went in quest of happiness
Upon a golden mountain
But she was in the plain below
Beside the public fountain.

I sought her in the sea-blue waves
And singing sun-lit billows
But she was in the placid stream
Beneath the shady willows.

I looked for her in city crowds
That filled the great white way
But found her on a lowly farm,
A milkmaid, tawny, gay.

Death

My heart keeps a knockin’,—
   Thump, thump, thump.
My heart keeps a knockin',--
   Bump, bump, bump.
Some day Death is gonna answer de door
Then my heart ain’t gonna knock no more
An’ there won’t be no thump, thump, thump
An’ there won’t be no bump, bump, bump.
",November,1926,The Crisis,"W.E.B. Du Bois, Jessie Fauset","Quatrain, Free Verse",male,Black Vernacular (AAVE),,New York,Predom. Black,https://poets.org/poet/edward-s-silvera,,,,,,,,,,,,,,,,,
White Vanity,Edward S. Silvera,Silvera,"The moon is laughing at the sky;
The pale white moon derides the black-faced sky:
You should not be so bold, vain moon,
Your song would be a listless tune
Did not its strains come echoing back
From off the sky so dark, so black. ",July,1926,The Messenger,"A. Philip Randolph, Chandler Owen",,male,Race,,New York,Predom. Black,https://poets.org/poet/edward-s-silvera,,,,,,,,,,,,,,,,,
Memory,Edward S. Silvera,Silvera,"The past has gone, like a man that's dead,
To pay his vows to eternity,
The past has gone, like a parted soul,
To place his myrrh and glimmering gold
On the altar of eternity:
   But dead men walk unheard, with silent tread--
   The past goes blatant, with a foot like lead. ",July,1926,The Messenger,"A. Philip Randolph, Chandler Owen",,male,,,New York,Predom. Black,https://poets.org/poet/edward-s-silvera,,,,,,,,,,,,,,,,,
Lines to a Nasturtium,Anne Spencer,Spencer,"FLAME-FLOWER, Day-torch, Mauna Loa,
I saw a daring bee, today, pause, and soar,
   Into your flaming heart;
Then did I hear crisp, crinkled laughter
As the furies after tore him apart?
   A bird, next, small and humming,
Looked into your startled depths and fled. ....
Surely, some dread sight, and dafter
   Than human eyes as mine can see,
Set the stricken air waves drumming
   In his flight.
Day-torch, Flame-flower, cool-hot Beauty,
I cannot see, I cannot hear your flutey
Voice lure your loving swain,
But I know one other to whom you are in beauty
Born in vain:
Hair like the setting sun,
Her eyes a rising star,
Motions gracious as reeds by Babylon, bar
All your competing;
Hands like, how like, brown lilies sweet,
Cloth of gold were fair enough to touch her feet ...
Ah, how the sense floods at my repeating,
As once in her fire-lit heart I felt the furies
Beating, beating.",October,1926,Palms,Countee Cullen,,female,,Caroling Dusk,"Guadalajara, Mexico",Predom. White,https://en.wikipedia.org/wiki/Anne_Spencer,,,,,,,,,,,,,,,,,
God's Edict,Wallace Thurman,Thurman,"Let the wind-rolled waves tell the tale of the sea,
And the talkative pines tell the tale of the tree;
Let the motored purr of an automobile
Tell the hum-drum tale of power and steel.
Let the blithesome chirp tell the tale of the bird,
And sad, low sounds tell the tale of the herd;
Then enthrone man on the dunce's stool
And let his tale be the tale of a fool. ",July,1926,Opportunity,Charles S. Johnson,Religion,male,Prize-winning,,New York,Predom. Black,https://en.wikipedia.org/wiki/Wallace_Thurman,,,,,,,,,,,,,,,,,
Unto This Last,Eda Lou Walton,Walton,"Unto this last, Dear Love, unto this last;
When it is past, then it is past.
So comes the end as the end of winter,
Flowers on limbs ice winds may splinter.
But the tree that has borne her flowers and fruits
And died from her leafless boughs unto her roots,
Thirsts not for grass nor the robin’s quick wing,
Cares not for spring, cares not for spring.",December,1926,The Crisis,"W.E.B. Du Bois, Jessie Fauset",,female,,,New York,Predom. Black,https://en.wikipedia.org/wiki/Eda_Lou_Walton,,,,,,,,,,,,,,,,,
Northboun',Lucy Ariel Williams,Williams,"O' de wurl' ain't flat,
An' de wurl' ain't roun',
H'it's one long strip
Hangin' up an' down—
Jes' Souf an' Norf;
Jes' Norf an' Souf.

Talkin' 'bout sailin' 'round de wurl'—
Huh! I'd be so dizzy my head 'ud twurl.
If dis heah earf wuz jes' a ball
You no the people all 'ud fall.

O' de wurl' ain't flat,
An' de wurl' ain't roun',
H'it's one long strip
Hangin' up an' down—
Jes' Souf an' Norf;
Jes' Norf an' Souf.

Talkin' 'bout the City whut Saint John saw—
Chile you oughta go to Saginaw;
A n*****'s chance is “finest kind,”
An' pretty gals ain't hard to find.

Huh! de wurl' ain't flat,
An' de wurl' ain't roun',
Jes' one long strip
Hangin' up an' down.
Since Norf is up,
An' Souf is down,
An' Hebben is up,
I'm upward boun'.",June,1926,Opportunity,Charles S. Johnson,,female,"AAVE, Travel-Migration-Great Migration, Prize-winning",,New York,Predom. Black,https://poets.org/poet/lucy-ariel-williams,,,,,,,,,,,,,,,,,
Transformation,Lewis Alexander,Alexander,"I return the bitterness,
   Which you gave to me;
When I wanted loveliness
   Tantalant and free.
I return the bitterness
   It is washed by tears;
Now it is a loveliness
   Garnished through the years.
I return it loveliness,
   Having made it so;
For I wore the bitterness
   From it long ago.",June,1927,Opportunity,"Charles S. Johnson, Countee Cullen",Quatrain,male,,Caroling Dusk ,New York,Predom. Black,https://en.wikipedia.org/wiki/Lewis_Grandison_Alexander,,,,,,,,,,,,,,,,,
"""Durham Streets""",Lewis Alexander,Alexander,"Feet
F-e-e-t
Faces
F-a-c-e-s
Bodies
B-o-d-i-e-s
Tobacco scented B-O-D-I-E-S
The Durham streets at dusk
Are swarmed with color.
It is the moving panorama
Painted by the factory artist
Each dusk.",June,1927,The Messenger,"A. Philip Randolph, Chandler Owen, George S. Schuyler",Free Verse,male,Labor,,New York,Predom. Black,https://en.wikipedia.org/wiki/Lewis_Grandison_Alexander,,,,,,,,,,,,,,,,,
The Tobacco Factory Girl,Lewis Alexander,Alexander,"I wonder
If the man 
To whom she gives her love:
Sees her as the mother of his children,
Or the woman for his body's pleasure?

The sad black girl upon his arm
Goes to the factory each morning at seven.
She works beside him the hours through.
They trudge down Pettigrew Street each dusk. 
She is his daily companion, his choice.
She is snubbed by the shoppers of Fayetteville Street;
Who forget that she makes them.
I wonder if her husband too forgets?

I wonder
If the man 
To whom she gives her love:
Sees her as the mother of his children,
Or the woman for his body's pleasure?",February,1927,The Messenger,"A. Philip Randolph, Chandler Owen, George S. Schuyler",Free Verse,male,Labor,,New York,Predom. Black,https://en.wikipedia.org/wiki/Lewis_Grandison_Alexander,,,,,,,,,,,,,,,,,
Japanese Hokku Poems ,Lewis Alexander,Alexander,"I am but a leaf
Clinging to the tree of life
In the world's garden.
* * * * 
Last night I saw you, 
A dream rose and I your stem;
Showing you the sun.
* * * * 
They tear at my heart--
The days that knew no desire.
For they were wasted.
* * * *
Night shadows woo me.
I cling to the crescent moon
Like the evening star.
* * * * 
The moon -- ah the moon
Draped in the velvet of night
Brocaded with stars. 
* * * * 
Do not bring lanterns
I say, ""Darkness is supreme
Delight beyond words.""
* * * * 
Drops of silver blood 
Are falling from the sky's heart.
All the world has woe.
* * * * 
O night of Shadows
Seal my lips with your magic
Of silent beauty! ",December,1927,Black Opals,Gwendolyn Bennett,Haiku,male,,,Philadelphia,Predom. Black,https://en.wikipedia.org/wiki/Lewis_Grandison_Alexander,,,,,,,,,,,,,,,,,
Quatrains ,Lewis Alexander,Alexander,"The dawn has no tint of rose,
   Or seent of violet,
And noon brings no sweet repose
   To grapple with regret.
Who has taken the stars,
   Which gave a bashful light,
Between the age-worn scars
   Of the eternal night?
I am a humming sea shell,
   You are a boundless sea,
Your lovely lyric waters
   Flow on and under me.
Teday is the day of love,
   Tomorrow may not be,
So live our lives as we may
   And trust eternity.
Give me your stars to hold
   O sky of blue delight,
Your moon of laughter gold
   To diadem my night. ",Spring,1927,Black Opals,"Nellie R. Bright, Arthur Huff Fauset, Allan Randal Freelon, James H. Young",Quatrain,male,,,Philadelphia,Predom. Black,https://en.wikipedia.org/wiki/Lewis_Grandison_Alexander,,,,,,,,,,,,,,,,,
South Street ,Lewis Alexander,Alexander,"Charleston south
Charleston north
Charleston back
Charleston forth.
........hey! hey!
........hey! hey!
Sway, black girl, sway!
Charleston left
Charleston right
Charleston day
Charleston night.
........clap! clap!
........clap! clap!
Charleston, Charleston on the map!
Blues songs sad
Biues songs gay
Blues songs moan
Night away.
........hey! hey!
........hey! hey!
Play, jazz band, play!
Black gals nice
Biack gals mean
Biack gals fat
Black gals lean.
South Street
South Street
Hey! Hey! Hey!
Living in the arms of wide mouth day! ",Spring,1927,Black Opals,"Nellie R. Bright, Arthur Huff Fauset, Allan Randal Freelon, James H. Young",,male,"Dance, Music, Philadelphia",,Philadelphia,Predom. Black,https://en.wikipedia.org/wiki/Lewis_Grandison_Alexander,,,,,,,,,,,,,,,,,
Effigy,Lewis Alexander,Alexander,"FORM 
 
You stood in the yard 
Like a lilac bush 
With your head tossed high 
As if to push 
Your hair in a blossom 
About your head 
You wore the grace 
Of a fragile reed. 

FASHION

Your gown crackled loud 
Like the swish of leaves 
Being flitted about 
By a lyric breeze 
Your step was like a dainty fawn 
Breathing the nectared air at dawn, 
Oft have I seen the rose in you 
But it never bloomed such a brilliant hue. ",December ,1927,Ebony and Topaz,Charles S. Johnson,,male,,,New York,Predom. Black,https://en.wikipedia.org/wiki/Lewis_Grandison_Alexander,,,,,,,,,,,,,,,,,
The Black Pageant,Lewis Alexander,Alexander,"From the factory doors
The pageant pours
Down the mud of Pettigrew Street.
The sound of feet
Treads on my heart
And stupefies its beat.

The factories take my people's souls
And give them out in smoke.
Oh, why should souls be made to burn
And spirits thus to choke?",April,1927,The Messenger,"A. Philip Randolph, Chandler Owen, George S. Schuyler",,male,Labor,,New York,Predom. Black,https://en.wikipedia.org/wiki/Lewis_Grandison_Alexander,,,,,,,,,,,,,,,,,
Portrait,George Leonard Allen,Allen,"Her eyes?      Dark pools of deepest shade
     Like sylvan lakes that lie
In some sequestered forest glade
     Beneath a starry sky.
Her cheeks?     The ripened chestnut’s hue,
     Rich Autumn's sun-kissed brown!
Caressed by sunbeams dancing through
     Red leaves that flutter down.
Her form?     A slender pine that sways
     Before the murmuring breeze
In summer, when the southwind plays
     Soft music through the trees.
Herself?     A laughing joyous sprite
     Who smiles from dawn till dark,
As lovely as a summer night
     And carefree as a lark.",January ,1927,Opportunity,"Charles S. Johnson, Countee Cullen",Quatrain,male,,,New York,Predom. Black,https://poets.org/poet/george-leonard-allen,,,,,,,,,,,,,,,,,
Twilight Fancy,George Leonard Allen,Allen,"Dusk came dancing down the dale
     Like a slim dark maiden,
Crowned with blossoms sunset-pale,
     Dream-perfumed, dew-laden.

Black as midnight were her eyes,
     Crinkly-dark her tresses,
Sunbeams, flickering from the skies
     Wooed her with caresses.

Lingering but an instant’s space,
     All my heart entrancing,
Swift and sweet, her warm embrace
     Stirred my blood to dancing.

But when Night, in splendor rare,
     Set her love-lamps gleaming,
Dusk had fled, and left me there
     Lone, and lorn, and dreaming.
",December,1927,The Crisis,W.E.B. Du Bois,Quatrain,male,Prize-winning,,New York,Predom. Black,https://poets.org/poet/george-leonard-allen,,,,,,,,,,,,,,,,,
To a Negro Musician,George Leonard Allen,Allen,"Brown slender fingers on the ivory keys,
What is the strange alluring theme you play?
Whence came those rhythms, wild and sad and gay,
And whence those weird, exotic harmonies?
Where did you find such cadences as these
Which seem, in fierce abandon, to portray
The rhythmic beat of tom-toms far away,
The wild wind sighing through the jungle trees?
Thrilled by the subtle magic of your spell,
Methinks I see fantastic scenes arise
Of weird, strange dances in some sunlit dell
Beneath the splendor of the tropic skies;
And fancy bears me far across the earth
To lands of endless sunshine, love and mirth!",June,1927,Opportunity,"Charles S. Johnson, Countee Cullen",Sonnet,male,Race,,New York,Predom. Black,https://poets.org/poet/george-leonard-allen,,,,,,,,,,,,,,,,,
Paint Me A God,J. Harvey L. Baxter,Baxter,"Paint me a God, as black as I am black,
     As black as night, as black as ebony,
     Whose comely hue and flowing locks shall be,
But as the down on an albino’s back.
Paint me a God, Oh, artist, do not slack,
     Paint Him divine and for eternity;
     Clothe Him with might, and love, and majesty,
Make Him the King of all this motley pack.
A God that I can muse of day and night,
     And in my dreamings see a swarthy face,
A God to keep my racial armor bright,
     On land or sea, in high or lowly place,
Endow Him not with gifts of Nordic light;
     Paint me a God, in likeness of my race.",March,1927,Opportunity,"Charles S. Johnson, Countee Cullen",,male,Race: Identity formation,,New York,Predom. Black,,,,,,,,,,,,,,,,,,
To a Dark Girl,Gwendolyn B. Bennett,Bennett,"I love you for your brownness
And the rounded darkness of your breast.
I love you for the breaking sadness in your voice
And shadows where your wayward eye-lids rest.
Something of old forgotten queens
Lurks in the lithe abandon of your walk
And something of the shackled slave
Sobs in the rhythm of your talk.
Oh, little brown girl, born for sorrow's mate,
Keep all you have of queenliness,
Forgetting that you once were slave,
And let your full lips laugh at Fate!",October,1927,Opportunity,"Charles S. Johnson, Countee Cullen",Quatrain,female,Race,Caroling Dusk ,New York,Predom. Black,https://en.wikipedia.org/wiki/Gwendolyn_B._Bennett,,,,,,,,,,,,,,,,,
Close Your Eyes! (1927),Arna Bontemps,Bontemps,"GO THROUGH the gates with closed eyes.
Stand erect and let your black face front the west.
Drop the axe and leave the timber where it lies;
A woodman on the hill must have his rest.
Go where leaves are lying brown and wet.
Forget her warm arms and her breast who mothered you,
And every face you ever loved forget.
Close your eyes; walk bravely through.",May,1927,The Carolina Magazine,Lewis Alexander,,male,Travel-Migration-Great Migration,Caroling Dusk,"Chapel Hill, NC",Predom. White,https://en.wikipedia.org/wiki/Arna_Bontemps,,,,,,,,,,,,,,,,,
The Return,Arna Bontemps,Bontemps,"I 
 
Once more, listening to the wind and rain, 
Once more, you and I, and above the hurting sound 
Of these comes back the throbbing of remembered rain, 
Treasured rain falling on dark ground. 
Once more, huddling birds upon the leaves 
And summer trembling on a withered vine. 
And once more, returning out of pain, 
The friendly ghost that was your love and mine. 
 
 II 
 
The throb of rain is the throb of muffled drums; 
Darkness brings the jungle to our room. 
Darkness hangs our room with pendulums 
Of vine and in the gathering gloom 
Our walls recede into a denseness of 
Surrounding trees. This is a night of love 
Retained from those lost nights our fathers slept 
In huts; this is a night that cannot die. 
Let us keep the dance of rain our fathers kept 
And tread our dreams beneath the jungle sky. 
 
III 

The downpour ceases. 
Let us go back, you and I, and dance 
Once more upon the glimmering leaves 
And as the throbbing of drums increases 
Shake the grass and the drippimg boughs of trees. 
A ary wind stirs the palm; the old tree grieves. 
Lime has charged the years and they have returned. 
Then let us dance by metal waters burned 
With gold of moon, let us dance 
With naked feet beneath the young spice trees. 
What was that light, that radiance 
On your face?—something I saw when first 
You passed beneath the jungle tapestries? 
A moment we pause to quench our thirst 
Kneeling at the water’s edge, the gleam 
Upon your face is plain; you have wanted this, 
Oh let us go back and search the tangled dream 
And as the muffled-drum-beats throb and miss 
Remember again how. early darkness comes 
 To dreams and silence to the drums. 
 
IV 
 
Let us go back into the dusk again, 
Slow and sad-like following the track 
Of blown leaves and cool white rain 
Into the old grey dreams; let us go back. 
Our walls close about us, we lie and listen 
To the noise of the street, the storm and the driven birds. 
A question shapes your lips, your eyes glisten 
 Retaining tears, but there are no more words. ",July,1927,Opportunity,"Charles S. Johnson, Countee Cullen",,male,"Africa, Dance, Prize-winning","Ebony and Topaz, Caroling Dusk",New York,Predom. Black,https://en.wikipedia.org/wiki/Arna_Bontemps,,,,,,,,,,,,,,,,,
Angela,Arna Bontemps,Bontemps,"So while a lessening glint of sun ray
Loiters golden in your hair,
Pale girl, do you not mourn for memories of the morning?
Would you not stay the failing beam?
We who were born in the night know songs
For the deep, cold watches of gloom.
Lie down, O kith of the glorious day,
And weep while Sorrow sings. 
",August,1927,The Crisis,W.E.B. Du Bois,Free Verse,male,Interracial,,New York,Predom. Black,https://en.wikipedia.org/wiki/Arna_Bontemps,,,,,,,,,,,,,,,,,
Idolatry,Arna Bontemps,Bontemps,"You have been good to me, I give you this: 
The arms of lovers empty as our own, 
Marble lips sustaining one long kiss 
And the hard sound of hammers breaking stone. 
 
For I will build a chapel in the place 
Where our love died and I will journey there 
To make a sign and kneel before your face 
And set an old bell tolling on the air. ",December ,1927,Ebony and Topaz,Charles S. Johnson,,male,,,New York,Predom. Black,https://en.wikipedia.org/wiki/Arna_Bontemps,,,,,,,,,,,,,,,,,
My Heart Has Known Its Winter,Arna Bontemps,Bontemps,"A little while spring will claim its own, 
In all the land around for mile on mile 
Tender grass will hide the rugged stone. 
My still heart will sing a little while. 
 
And men will never think this wilderness 
Was barren once when grass is over all, 
Hearing laughter they may never guess 
My heart has known its winter and carried gall. ",December,1927,Ebony and Topaz,Charles S. Johnson,,male,,,New York,Predom. Black,https://en.wikipedia.org/wiki/Arna_Bontemps,,,,,,,,,,,,,,,,,
Old Mansion (1927),Arna Bontemps,Bontemps,"Old Mansion
By Arna Bontemps
Poplars are standing there still as death
And ghosts of dead men
Meet their ladies walking
Two by two beneath the shade
And standing on the marble steps.
There is a sound of music
Echoing through the door
And in the field there is
Another sound tinkling in the cotton:
Chains of bondsmen dragging on the ground.
The years go back with an iron clank.
A hand is on the gate,
A dry leaf trembles on the wall.
Ghosts are walking.
They have broken roses down
And poplars stand there still as death. ",May,1927,The Carolina Magazine,Lewis Alexander,,male,Slavery,,"Chapel Hill, NC",Predom. White,https://en.wikipedia.org/wiki/Arna_Bontemps,,,,,,,,,,,,,,,,,
Quintilla (1927),Arna Bontemps,Bontemps,"I sought you long, your likeness in the sunsets
Beckoning me; on my knees
I came but you were not among the violets
Nor underneath the lilac trees.
The little tire you set to burn
Is down to ash and near Love stands
Drenched in rain. Turn Quintilla, O turn
And think of how I sought your coal-black hands. ",May,1927,The Carolina Magazine,Lewis Alexander,,male,,,"Chapel Hill, NC",Predom. White,https://en.wikipedia.org/wiki/Arna_Bontemps,,,,,,,,,,,,,,,,,
Near the Cedar Tree,Arna Bontemps,Bontemps,"You'll wait no more at the cedar tree alone,
And at the quiet water’s edge :
The wind passed over you and you were gone,
So are the woods mure lonely than before.
But if you flower again thus happily
After all of death is past,
Wait for me beside the slender tree
And I will see you there and come at last.
",March,1927,The Crisis,W.E.B. Du Bois,,male,,,New York,Predom. Black,https://en.wikipedia.org/wiki/Arna_Bontemps,,,,,,,,,,,,,,,,,
Tree,Arna Bontemps,Bontemps,"It grows with the thorn and wormwood
Near the river of life,
This tree,
Whose fickle buds
Bear twelve manner of fruit,
And whose leaves are for an healing
To the nations.
It grows with the bitter wormwood
On either side
The throbbing river of the soul,
This tree,
Whose name is Love.
",April,1927,The Crisis,W.E.B. Du Bois,,male,,,New York,Predom. Black,https://en.wikipedia.org/wiki/Arna_Bontemps,,,,,,,,,,,,,,,,,
To One Who Might Have Been My Friend ,Nellie R. Bright,Bright,"Do you remember how that glowing morn
We stood hands clasped beside an amber pool
Of lilies pale as your fair skin, and cool
On my brown cheek was the misty breath of dawn?
You said, ""We too are friends, for we were born
To dwell at beauty's shrine. There is no rule
That being brown and fair, we play the fool
'Til friendship flee, a tarnished gleam forlorn.""
'Twas then I saw amid the thin-leaved grass
Th souls of dead men and men yet to be;
Blue fires, old thrilling hopes that leaped and died
When you in dread, a childhood friend espied--
And seeing his slow smile, you shrank from me--
Then, ... my faith dead ... I turned ... and ... let ... you pass.",December,1927,Black Opals,Gwendolyn Bennett,Sonnet,female,Interracial,Carolina Magazine,Philadelphia,Predom. Black,https://en.wikipedia.org/wiki/Nellie_Rathbone_Bright,,,,,,,,,,,,,,,,,
